            t            kx            ky            kz         vbarx         vbary         vbarz
    93.600000     -0.051118     -2.827838     -0.248577      0.339837      0.226924     -0.009827 
    93.700000     -0.053924     -2.827045     -0.248333      0.339470      0.226668     -0.009817 
    93.800000     -0.056734     -2.826210     -0.248105      0.339104      0.226412     -0.009807 
    93.900000     -0.059547     -2.825331     -0.247894      0.338738      0.226157     -0.009796 
    94.000000     -0.062363     -2.824410     -0.247699      0.338373      0.225902     -0.009786 
    94.100000     -0.065183     -2.823446     -0.247521      0.338009      0.225648     -0.009776 
    94.200000     -0.068006     -2.822439     -0.247359      0.337645      0.225395     -0.009765 
    94.300000     -0.070834     -2.821390     -0.247213      0.337281      0.225142     -0.009755 
    94.400000     -0.073665     -2.820297     -0.247084      0.336919      0.224890     -0.009745 
    94.500000     -0.076501     -2.819161     -0.246971      0.336556      0.224638     -0.009735 
    94.600000     -0.079342     -2.817983     -0.246874      0.336195      0.224387     -0.009725 
    94.700000     -0.082186     -2.816761     -0.246794      0.335834      0.224136     -0.009714 
    94.800000     -0.085036     -2.815496     -0.246730      0.335474      0.223886     -0.009704 
    94.900000     -0.087890     -2.814188     -0.246683      0.335114      0.223637     -0.009694 
    95.000000     -0.090750     -2.812836     -0.246651      0.334754      0.223388     -0.009684 
    95.100000     -0.093614     -2.811442     -0.246636      0.334396      0.223139     -0.009674 
    95.200000     -0.096484     -2.810003     -0.246638      0.334038      0.222891     -0.009664 
    95.300000     -0.099359     -2.808522     -0.246655      0.333680      0.222644     -0.009654 
    95.400000     -0.102240     -2.806996     -0.246689      0.333323      0.222397     -0.009644 
    95.500000     -0.105127     -2.805427     -0.246739      0.332967      0.222151     -0.009634 
    95.600000     -0.108020     -2.803815     -0.246806      0.332611      0.221906     -0.009624 
    95.700000     -0.110919     -2.802158     -0.246889      0.332256      0.221660     -0.009614 
    95.800000     -0.113824     -2.800458     -0.246988      0.331901      0.221416     -0.009604 
    95.900000     -0.116736     -2.798714     -0.247103      0.331547      0.221172     -0.009594 
    96.000000     -0.119654     -2.796925     -0.247235      0.331194      0.220928     -0.009585 
    96.100000     -0.122580     -2.795093     -0.247383      0.330841      0.220685     -0.009575 
    96.200000     -0.125512     -2.793216     -0.247547      0.330488      0.220443     -0.009565 
    96.300000     -0.128451     -2.791295     -0.247728      0.330137      0.220201     -0.009555 
    96.400000     -0.131397     -2.789329     -0.247925      0.329785      0.219959     -0.009545 
    96.500000     -0.134351     -2.787319     -0.248138      0.329435      0.219719     -0.009535 
    96.600000     -0.137312     -2.785265     -0.248368      0.329085      0.219478     -0.009526 
    96.700000     -0.140281     -2.783165     -0.248613      0.328735      0.219238     -0.009516 
    96.800000     -0.143258     -2.781021     -0.248876      0.328386      0.218999     -0.009506 
    96.900000     -0.146243     -2.778832     -0.249154      0.328038      0.218760     -0.009497 
    97.000000     -0.149236     -2.776598     -0.249449      0.327690      0.218522     -0.009487 
    97.100000     -0.152237     -2.774319     -0.249761      0.327343      0.218284     -0.009477 
    97.200000     -0.155247     -2.771995     -0.250088      0.326996      0.218047     -0.009468 
    97.300000     -0.158266     -2.769626     -0.250432      0.326650      0.217810     -0.009458 
    97.400000     -0.161293     -2.767211     -0.250793      0.326304      0.217573     -0.009448 
    97.500000     -0.164330     -2.764750     -0.251170      0.325959      0.217338     -0.009439 
    97.600000     -0.167375     -2.762244     -0.251563      0.325615      0.217102     -0.009429 
    97.700000     -0.170430     -2.759693     -0.251973      0.325271      0.216867     -0.009420 
    97.800000     -0.173494     -2.757095     -0.252399      0.324928      0.216633     -0.009410 
    97.900000     -0.176568     -2.754452     -0.252841      0.324585      0.216399     -0.009401 
    98.000000     -0.179652     -2.751762     -0.253301      0.324243      0.216166     -0.009391 
    98.100000     -0.182746     -2.749026     -0.253776      0.323901      0.215933     -0.009382 
    98.200000     -0.185849     -2.746244     -0.254268      0.323560      0.215701     -0.009373 
    98.300000     -0.188963     -2.743416     -0.254777      0.323219      0.215469     -0.009363 
    98.400000     -0.192088     -2.740541     -0.255302      0.322879      0.215237     -0.009354 
    98.500000     -0.195223     -2.737619     -0.255843      0.322540      0.215006     -0.009344 
    98.600000     -0.198369     -2.734651     -0.256402      0.322201      0.214776     -0.009335 
    98.700000     -0.201525     -2.731636     -0.256976      0.321863      0.214546     -0.009326 
    98.800000     -0.204693     -2.728573     -0.257568      0.321525      0.214316     -0.009316 
    98.900000     -0.207872     -2.725464     -0.258176      0.321188      0.214087     -0.009307 
    99.000000     -0.211062     -2.722308     -0.258800      0.320851      0.213858     -0.009298 
    99.100000     -0.214264     -2.719104     -0.259441      0.320515      0.213630     -0.009289 
    99.200000     -0.217478     -2.715852     -0.260099      0.320179      0.213403     -0.009279 
    99.300000     -0.220703     -2.712553     -0.260774      0.319844      0.213175     -0.009270 
    99.400000     -0.223941     -2.709206     -0.261465      0.319510      0.212949     -0.009261 
    99.500000     -0.227191     -2.705812     -0.262173      0.319176      0.212722     -0.009252 
    99.600000     -0.230453     -2.702369     -0.262897      0.318842      0.212497     -0.009243 
    99.700000     -0.233728     -2.698879     -0.263639      0.318509      0.212271     -0.009233 
    99.800000     -0.237015     -2.695340     -0.264397      0.318177      0.212046     -0.009224 
    99.900000     -0.240315     -2.691752     -0.265172      0.317845      0.211822     -0.009215 
   100.000000     -0.243629     -2.688117     -0.265963      0.317514      0.211598     -0.009206 
   100.100000     -0.246955     -2.684432     -0.266772      0.317183      0.211374     -0.009197 
   100.200000     -0.250295     -2.680699     -0.267597      0.316853      0.211151     -0.009188 
   100.300000     -0.253649     -2.676917     -0.268439      0.316523      0.210928     -0.009179 
   100.400000     -0.257016     -2.673086     -0.269298      0.316194      0.210706     -0.009170 
   100.500000     -0.260397     -2.669206     -0.270174      0.315865      0.210484     -0.009161 
   100.600000     -0.263792     -2.665277     -0.271067      0.315537      0.210263     -0.009152 
   100.700000     -0.267201     -2.661298     -0.271976      0.315210      0.210042     -0.009143 
   100.800000     -0.270625     -2.657270     -0.272903      0.314883      0.209821     -0.009134 
   100.900000     -0.274064     -2.653193     -0.273846      0.314556      0.209601     -0.009125 
   101.000000     -0.277517     -2.649065     -0.274806      0.314230      0.209382     -0.009116 
   101.100000     -0.280985     -2.644888     -0.275784      0.313905      0.209162     -0.009107 
   101.200000     -0.284468     -2.640661     -0.276778      0.313580      0.208944     -0.009099 
   101.300000     -0.287967     -2.636383     -0.277789      0.313256      0.208725     -0.009090 
   101.400000     -0.291481     -2.632056     -0.278817      0.312932      0.208507     -0.009081 
   101.500000     -0.295010     -2.627678     -0.279862      0.312609      0.208290     -0.009072 
   101.600000     -0.298556     -2.623250     -0.280925      0.312286      0.208073     -0.009063 
   101.700000     -0.302118     -2.618771     -0.282004      0.311964      0.207856     -0.009055 
   101.800000     -0.305696     -2.614241     -0.283100      0.311642      0.207640     -0.009046 
   101.900000     -0.309290     -2.609661     -0.284213      0.311321      0.207424     -0.009037 
   102.000000     -0.312901     -2.605030     -0.285344      0.311000      0.207209     -0.009028 
   102.100000     -0.316528     -2.600348     -0.286491      0.310680      0.206994     -0.009020 
   102.200000     -0.320173     -2.595614     -0.287655      0.310360      0.206779     -0.009011 
   102.300000     -0.323835     -2.590830     -0.288837      0.310041      0.206565     -0.009002 
   102.400000     -0.327514     -2.585994     -0.290035      0.309723      0.206351     -0.008994 
   102.500000     -0.331211     -2.581107     -0.291251      0.309404      0.206138     -0.008985 
   102.600000     -0.334926     -2.576168     -0.292483      0.309087      0.205925     -0.008976 
   102.700000     -0.338658     -2.571177     -0.293733      0.308770      0.205712     -0.008968 
   102.800000     -0.342409     -2.566135     -0.295000      0.308453      0.205500     -0.008959 
   102.900000     -0.346179     -2.561041     -0.296284      0.308137      0.205288     -0.008951 
   103.000000     -0.349967     -2.555895     -0.297584      0.307822      0.205077     -0.008942 
   103.100000     -0.353773     -2.550697     -0.298902      0.307507      0.204866     -0.008934 
   103.200000     -0.357599     -2.545447     -0.300237      0.307192      0.204656     -0.008925 
   103.300000     -0.361444     -2.540144     -0.301589      0.306878      0.204445     -0.008917 
   103.400000     -0.365309     -2.534790     -0.302958      0.306565      0.204236     -0.008908 
   103.500000     -0.369193     -2.529383     -0.304344      0.306252      0.204026     -0.008900 
   103.600000     -0.373097     -2.523923     -0.305747      0.305940      0.203817     -0.008891 
   103.700000     -0.377022     -2.518411     -0.307167      0.305628      0.203609     -0.008883 
   103.800000     -0.380966     -2.512847     -0.308604      0.305316      0.203400     -0.008874 
   103.900000     -0.384932     -2.507230     -0.310057      0.305005      0.203193     -0.008866 
   104.000000     -0.388918     -2.501560     -0.311528      0.304695      0.202985     -0.008858 
   104.100000     -0.392925     -2.495837     -0.313016      0.304385      0.202778     -0.008849 
   104.200000     -0.396954     -2.490062     -0.314520      0.304076      0.202571     -0.008841 
   104.300000     -0.401004     -2.484234     -0.316041      0.303767      0.202365     -0.008833 
   104.400000     -0.405077     -2.478352     -0.317579      0.303458      0.202159     -0.008824 
   104.500000     -0.409171     -2.472418     -0.319134      0.303150      0.201954     -0.008816 
   104.600000     -0.413287     -2.466431     -0.320706      0.302843      0.201749     -0.008808 
   104.700000     -0.417427     -2.460391     -0.322294      0.302536      0.201544     -0.008799 
